"tau_k","epsilon","seed","out_S1","alpha_S1","out_S2","alpha_S2","out_S3","alpha_S3","out_S4","alpha_S4","out_S5","alpha_S5","out_S6","alpha_S6","out_S7","alpha_S7","out_S8","alpha_S8","out_S9","alpha_S9","fwd_vs_myo_P","fwd_vs_myo_PG","fwd_vs_myo_PS","signal_myo","signal_fwd","seed_myo","seed_fwd","optimal_vs_naive"
0.1,0.2,14,83.7418508154533,NA,109.097871610162,0.5,105.036577543051,0.5,108.852101211983,0.5,116.005288448205,0.5,109.220600153341,0.5,109.291735145046,0.45,116.182140733427,0.5,108.845016292935,0.5,0.43963393306322,0.176852285221884,-0.375583860406437,7.15318723622229,6.89040558838096,0.368498941358439,-0.446718852111218,11.1455631903767
0.1,0.2,15,95.822574720523,NA,116.195842006445,0.5,113.231108607504,0.5,116.875725985694,0.5,123.813065753998,0.5,116.833271107064,0.5,116.378791502726,0.5,123.987979806844,0.5,116.702199104885,0.5,-0.49693448296739,0.174914052845764,-0.131072002178556,6.93733976830478,7.60918830411794,-0.0424548786297834,0.323407602159051,10.75687119934
0.1,0.2,16,87.4095808609405,NA,110.046021319074,0.5,105.609102373845,0.5,110.489517379662,0.5,117.430617343481,0.5,110.023163686439,0.5,109.902647935437,0.45,117.446112839658,0.5,110.55218714474,0.5,-0.586869444225016,0.0154954961771381,0.529023458300514,6.94109996381916,7.54346490422131,-0.466353693222416,0.649539209303114,11.8370104658127
0.1,0.2,17,80.9425806758769,NA,106.106627743981,0.5,101.475886691286,0.5,106.653663784747,0.5,112.934721716195,0.5,106.575930673895,0.5,106.465224493716,0.5,112.893703180522,0.5,106.171018688804,0.5,-0.188439291031017,-0.0410185356726203,-0.404911985090422,6.28105793144766,6.42847868680606,-0.0777331108522361,-0.294205804911641,11.4178164892365
0.1,0.2,18,80.4837129119941,NA,101.910234518959,0.5,100.301093130557,0.5,103.60680930249,0.5,111.917038866811,0.5,103.370808865405,0.5,103.316086812565,0.5,111.397307258077,0.55,104.856968813071,0.5,-0.29072248992523,-0.519731608733991,1.4861599476658,8.31022956432076,8.081220445512,-0.236000437084897,1.54088200050613,11.0962141275197
0.1,0.2,19,91.7282859610138,NA,112.286777885703,0.5,108.996615963331,0.5,113.345416539582,0.5,115.986364958017,0.5,113.059980974006,0.5,114.14755069918,0.45,115.924446462483,0.5,113.601214088665,0.5,0.802134159598168,-0.061918495533277,0.541233114659093,2.64094841843483,1.77689576330339,-0.285435565575639,-0.546336610514714,6.92783049915234
0.1,0.2,20,78.8766161021553,NA,101.918226525963,0.5,99.7163524686166,0.5,103.49861106374,0.5,113.160926278463,0.5,103.432787161068,0.5,103.813093374327,0.45,112.781815231597,0.55,101.935364957473,0.5,0.314482310586925,-0.379111046866058,-1.49742220359434,9.6623152147223,8.96872185726932,-0.0658239026727472,-1.87772841685401,13.06546276298
0.1,0.2,21,91.0807614781705,NA,113.457174831079,0.5,111.164502949912,0.5,116.22200258366,0.5,123.975750681798,0.5,115.361958819281,0.5,114.826287533302,0.45,123.417249673662,0.55,115.820344023737,0.5,-1.39571505035839,-0.558501008135522,0.458385204456022,7.75374809813721,8.59096214036008,-0.860043764379668,0.994056490434744,12.2527467237505
0.1,0.2,22,80.9193275555302,NA,104.002626340162,0.5,105.990262951561,0.5,106.538374332154,0.5,121.125324603721,0.5,105.946243805535,0.5,106.873092484887,0.5,120.569107294504,0.6,105.249915964615,0.5,0.33471815273333,-0.556217309217274,-0.69632784091985,14.5869502715667,13.6960148096161,-0.592130526619229,-1.62317652027241,14.5788443429429
0.1,0.2,23,91.9624176473745,NA,116.187409897988,0.5,116.035300620256,0.5,117.553284881441,0.5,127.197538738089,0.5,117.509643561685,0.5,116.621935178637,0.45,126.915789683595,0.55,116.911522343489,0.5,-0.93134970280417,-0.281749054493787,-0.598121218196397,9.64425385664798,10.2938545049584,-0.0436413197560199,0.289587164851753,10.8804890633391
0.1,0.2,24,80.8384971655544,NA,100.868648553876,0.5,97.4310722625409,0.5,101.913606369266,0.5,105.293297700403,0.5,101.998366584033,0.5,102.020916480793,0.45,105.274532881632,0.5,100.833209832803,0.5,0.107310111526388,-0.0187648187713165,-1.16515675123004,3.37969133113707,3.25361640083936,0.0847602147673712,-1.18770664798906,7.84346061909098
0.1,0.2,25,76.5198622833525,NA,99.5126041139762,0.5,96.3423009893002,0.5,100.175255523864,0.5,109.83020990809,0.5,99.0637664253974,0.5,99.5899416103153,0.5,109.43280522082,0.5,97.5520064441094,0.5,-0.585313913548532,-0.39740468727004,-1.51175998128805,9.65495438422657,9.84286361050506,-1.11148909846641,-2.03793516620593,13.0905042315202
0.1,0.2,26,90.4345111424183,NA,114.75566983394,0.5,116.022650055787,0.499999999999999,116.833531889697,0.5,132.021497374259,0.5,116.936892642826,0.5,116.439795967409,0.45,131.391288013195,0.6,115.80439998198,0.5,-0.393735922287675,-0.630209361063891,-1.13249266084614,15.1879654845624,14.9514920457862,0.10336075312992,-0.635395985428545,15.3686379574082
0.1,0.2,27,81.6139437872411,NA,102.065102849433,0.5,100.97391013009,0.5,103.182590151354,0.5,111.921761389462,0.5,103.734363395124,0.5,103.702858476262,0.45,111.917112930754,0.5,104.076398602014,0.5,0.520268324908159,-0.00464845870772024,0.342035206890586,8.73917123810794,8.21425445449206,0.551773243769418,0.373540125751845,10.9432028006644
0.1,0.2,28,81.2082775744694,NA,103.238968392183,0.5,101.188094334563,0.5,104.526656194438,0.5,109.149430897761,0.5,103.499588116494,0.5,104.473129864334,0.5,108.990273756593,0.5,103.263144475568,0.5,-0.0535263301042477,-0.159157141167441,-0.236443640925202,4.62277470332262,4.51714389225943,-1.02706807794434,-1.20998538876529,7.80217942203005
0.1,0.2,29,79.9654503201758,NA,105.349634023396,0.5,105.399508299063,0.499999999999999,107.156525717833,0.5,117.253209853652,0.5,106.542606016106,0.5,106.748583461526,0.5,116.868163905832,0.55,108.282148907471,0.5,-0.407942256307336,-0.385045947820601,1.73954289136488,10.096684135819,10.1195804443058,-0.613919701727198,1.53356544594502,11.4686556067691
0.1,0.2,30,76.914867997734,NA,97.9284813198876,0.5,94.4123793681404,0.5,100.006501825283,0.5,103.59780689901,0.5,100.16936784268,0.5,99.7795748539383,0.45,103.660308092159,0.5,99.7697911155205,0.5,-0.226926971344227,0.0625011931491599,-0.399576727159484,3.59130507372723,3.88073323822061,0.16286601739742,-0.00978373841783764,9.24792872401851
0.1,0.2,31,77.6874080542582,NA,98.8473462411338,0.5,94.0504456729534,0.5,99.3033270181284,0.5,102.81894262756,0.5,98.5500140700451,0.5,99.7871215135765,0.45,102.881968042399,0.5,99.09821354944,0.5,0.483794495448109,0.0630254148389611,0.548199479394867,3.51561560943149,3.09484652882234,-0.753312948083291,-0.688907964136533,8.83152236944551
0.1,0.2,32,86.482182411543,NA,112.530338840594,0.5,107.137547852596,0.5,114.287798768528,0.5,120.715918928555,0.5,113.958395480319,0.5,113.994555254902,0.45,120.085740132501,0.55,113.551926910006,0.5,-0.293243513625939,-0.630178796054423,-0.406468570313137,6.42812016002773,6.09118487759925,-0.329403288208056,-0.442628344895255,12.9481922799053
0.1,0.2,33,85.3469427820888,NA,107.015602935256,0.5,105.473461879824,0.5,107.746950929527,0.5,112.114296420062,0.5,107.641340360639,0.5,107.25426374607,0.45,112.252961241495,0.5,106.255555919527,0.5,-0.49268718345624,0.138664821432812,-1.38578444111211,4.36734549053534,4.9986974954244,-0.1056105688874,-0.998707826543267,6.77949936167069
0.1,0.2,34,85.1306620665817,NA,109.796149618745,0.5,108.114359166592,0.5,110.130776809513,0.5,130.270375280913,0.5,112.407410982943,0.5,111.174161846612,0.45,128.752640716763,0.7,112.592233020865,0.5,1.04338503709901,-1.51773456414975,0.184822037921549,20.1395984713997,17.578478870151,2.27663417343045,1.41807117425299,20.6382815501711
0.1,0.2,35,88.939862778817,NA,113.161793461634,0.5,110.95469600295,0.5,114.420512025698,0.5,137.195203373804,0.5,115.382468713291,0.5,118.523327723789,0.45,134.671599800492,0.65,115.198236037339,0.5,4.10281569809101,-2.52360357331199,-0.184232675951833,22.7746913481056,16.1482720767026,0.96195668759276,-3.32509168645008,23.7169037975416
0.1,0.2,36,86.434100891451,NA,106.425954853862,0.5,104.766093891516,0.5,108.400271107163,0.5,110.589471361529,0.5,107.251762962142,0.5,108.76707676248,0.5,110.918657451783,0.5,107.127877959092,0.5,0.366805655317137,0.329186090253643,-0.12388500304931,2.18920025436631,2.15158068930282,-1.14850814502135,-1.6391988033878,6.15256356026725
0.1,0.2,37,82.1156646215319,NA,103.935924336298,0.5,99.5655025203002,0.5,102.933749151681,0.5,107.310272749393,0.5,104.048023460423,0.5,103.955043769812,0.5,107.394633755274,0.5,103.335555470399,0.5,1.02129461813075,0.0843610058811919,-0.71246799002391,4.3765235977116,3.43958998546204,1.11427430874221,-0.619488299412453,7.82913123497357
0.1,0.2,38,82.6726646188388,NA,101.933992200308,0.5,98.0579080061646,0.5,103.252175410712,0.5,105.734169359828,0.5,102.595067041684,0.5,103.242092452286,0.5,105.572699043083,0.5,103.092349857471,0.5,-0.0100829584259969,-0.161470316744243,0.497282815787145,2.48199394911543,2.33060659079719,-0.657108369028364,-0.149742594815223,7.51479103691868
0.1,0.2,39,77.6931375030825,NA,97.8531475984948,0.5,95.3051366930336,0.5,98.7499717719343,0.5,102.599736803044,0.5,97.5820906891328,0.5,98.423014699726,0.5,102.549314086295,0.5,97.597284283151,0.5,-0.32695707220833,-0.0504227167490683,0.0151935940181716,3.84976503110965,4.12629938656892,-1.1678810828015,-0.825730416574999,7.24417739326128
0.1,0.2,40,83.5044421901027,NA,104.355688626545,0.5,101.446327901066,0.5,105.26515060399,0.5,111.203642946127,0.5,104.915196925795,0.5,104.876655752364,0.45,111.275440140426,0.5,105.09258857694,0.5,-0.388494851626419,0.0717971942992364,0.177391651144802,5.93849234213614,6.3987843880618,-0.349953678195575,0.215932824575646,9.82911223935956
0.1,0.2,41,87.2097711483964,NA,115.160174001897,0.5,115.114732898698,0.5,115.71322220072,0.5,127.231693197593,0.5,114.514841388856,0.5,114.030969737963,0.45,126.721132917916,0.6,116.408776176086,0.5,-1.68225246275702,-0.510560279677179,1.8939347872296,11.5184709968725,12.6901631799523,-1.19838081186447,2.37780643812215,11.6064000192179
0.1,0.2,42,86.9686251993864,NA,115.437081753309,0.5,112.935053559696,0.5,118.063040024199,0.5,125.804489858249,0.5,117.31762415343,0.5,117.329138003523,0.45,125.433716434535,0.55,116.948920480513,0.5,-0.733902020675458,-0.370773423713928,-0.368703672916695,7.74144983405023,8.10457843101176,-0.745415870768852,-0.380217523010089,12.4986628748387
0.1,0.2,43,82.4738718187159,NA,103.589383646727,0.5,101.921176686583,0.5,104.339344443812,0.5,108.356476375427,0.5,103.618627760921,0.5,104.735039380867,0.45,108.390684047921,0.5,103.922333991651,0.5,0.395694937055126,0.0342076724940767,0.303706230730384,4.01713193161456,3.65564466705351,-0.720716682891307,-0.812705389216049,6.4695073613382
0.1,0.2,44,83.551693801706,NA,102.290946153454,0.5,98.7035857257531,0.5,104.259772872904,0.5,119.620652300877,0.5,103.306687607941,0.5,103.952370913975,0.45,119.461304655071,0.55,104.711373512098,0.5,-0.307401958929177,-0.159347645806349,1.40468590415762,15.3608794279737,15.5089337410965,-0.953085264963093,0.7590025981237,20.757718929318
0.1,0.2,45,87.3977315449308,NA,106.92189608318,0.5,103.074229147615,0.5,108.96059776678,0.5,151.172527255771,0.5,107.012157559235,0.5,108.839796967529,0.45,137.632199866117,0.65,108.269506892584,0.5,-0.120800799251356,-13.5403273896537,1.25734933334854,42.2119294889905,28.7924028985882,-1.94844020754489,-0.570290074944992,34.5579707185022
0.1,0.2,46,83.4719843823191,NA,106.436495012107,0.5,104.091192688745,0.5,108.305679519952,0.5,115.948378109346,0.5,107.840359249025,0.5,107.491279837288,0.45,115.599081350272,0.55,108.086839651941,0.5,-0.81439968266416,-0.349296759074178,0.246480402916561,7.6426985893937,8.10780151298368,-0.46532027092762,0.5955598146531,11.5078886615272
0.1,0.2,47,79.3678062458055,NA,103.348563712532,0.5,101.823877720724,0.5,104.422439625859,0.5,112.032116853785,0.5,103.688188746427,0.5,105.024908250341,0.5,111.891193788344,0.5,103.060029712228,0.5,0.602468624481531,-0.14092306544039,-0.62815903419947,7.60967722792559,6.86628553800367,-0.734250879431642,-1.96487853811264,10.0673160676201
0.1,0.2,48,84.5722570058372,NA,107.479407566163,0.5,104.144531361939,0.5,107.949152025993,0.5,117.775038107739,0.5,107.245741732636,0.5,109.999713643865,0.45,117.727276569511,0.5,108.161257066824,0.5,2.05056161787192,-0.047761538228059,0.91551533418793,9.82588608174662,7.72756292564664,-0.703410293356583,-1.83845657704057,13.5827452075722
0.1,0.2,49,83.4114243026338,NA,106.115340868588,0.5,103.224782349225,0.5,109.118771914959,0.5,117.684258796876,0.5,107.592709319843,0.5,109.648522289305,0.45,117.559870030073,0.55,108.276909461636,0.5,0.529750374345696,-0.124388766803037,0.684200141793085,8.56548688191657,7.91134774076784,-1.52606259511694,-1.37161282766955,14.3350876808483
0.1,0.2,50,78.6183136530145,NA,98.1143919221505,0.5,93.7653023357365,0.5,99.3037244616718,0.5,101.799093008458,0.5,99.4097521678925,0.5,99.0555366986999,0.45,101.66613834884,0.5,99.3445782252397,0.5,-0.248187762971966,-0.132954659618008,-0.0651739426527485,2.49536854678654,2.6106016501405,0.106027706220644,0.289041526539862,7.90083601310388
1,0.2,1,82.3099900278104,NA,105.532558279048,0.5,103.012100923169,0.5,106.531183167604,0.5,110.56650725916,0.5,105.88324722173,0.5,105.838810778402,0.5,109.872594456497,0.55,106.038320800942,0.5,-0.69237238920239,-0.693912802662922,0.155073579211574,4.03532409155592,4.03378367809539,-0.647935945874138,0.199510022539826,6.86049353332881
1,0.2,2,87.8360073563939,NA,111.818660214944,0.5,109.777948767227,0.5,112.01101294424,0.5,118.095459278107,0.5,112.80856361014,0.5,112.852766088257,0.5,118.135022256759,0.5,112.823294822407,0.5,0.841753144016522,0.0395629786516594,0.0147312122665113,6.08444633386719,5.28225616850233,0.797550665900133,-0.0294712658498781,8.35707348953247
1,0.2,3,78.9865188713109,NA,98.3453900965227,0.5,92.5300355123687,0.5,99.3251676785044,0.5,100.258792723251,0.5,98.3620551878594,0.5,99.3966933030197,0.45,100.528286574482,0.5,98.1250094194918,0.5,0.0715256245152602,0.269493851231502,-0.237045768367608,0.933625044746506,1.13159327146275,-0.963112490645017,-1.27168388352788,7.99825106211377
1,0.2,4,90.837346998793,NA,116.267538026089,0.5,116.713621646422,0.5,115.71494503554,0.5,127.654533483695,0.5,116.844674290002,0.5,115.588575891621,0.45,127.522693423037,0.55,116.292673790914,0.5,-0.126369143918666,-0.131840060657638,-0.552000499087811,11.9395884481547,11.9341175314157,1.12972925446196,0.704097899292819,10.8090717766149
1,0.2,5,86.3168165108332,NA,107.224291603131,0.5,105.320163803342,0.5,108.8711941468,0.5,113.055371484483,0.5,109.26234679643,0.5,108.473012121981,0.45,112.834136612898,0.5,108.453644425994,0.5,-0.398182024818951,-0.221234871584699,-0.808702370435782,4.18417733768264,4.36112449091689,0.39115264962922,-0.0193676959876115,7.51397280955615
1,0.2,6,95.851551495123,NA,121.7865338259,0.5,122.379237446626,0.5,124.410773623913,0.5,130.293813962685,0.5,122.885373313854,0.5,122.780305162233,0.45,130.078988476187,0.55,123.184897665518,0.5,-1.63046846168029,-0.214825486497261,0.299524351664218,5.88304033877138,7.29868331395441,-1.52540031005965,0.40459250328486,7.69975102956184
1,0.2,7,84.4304044019455,NA,111.27928110974,0.5,110.502860114951,0.5,114.160539466202,0.5,129.89243793913,0.5,113.349640303891,0.5,114.327899923833,0.45,128.746651565954,0.6,114.626685054133,0.5,0.167360457631105,-1.14578637317618,1.27704475024206,15.7318984729285,14.4187516421212,-0.810899162311003,0.298785130299947,18.2437914510033
1,0.2,8,80.53313820469,NA,104.048546621066,0.5,102.692814057175,0.5,104.306179718921,0.5,109.6595178401,0.5,103.230129920857,0.5,104.036659642276,0.5,109.467564393641,0.5,103.739721827685,0.5,-0.269520076645321,-0.191953446459721,0.509591906828859,5.35333812117935,5.43090475136495,-1.0760497980643,-0.296937814590123,6.77475033646544
1,0.2,9,81.4850560574514,NA,107.1801657462,0.5,104.184352859876,0.5,110.335573518059,0.5,119.299644206012,0.5,108.568891230906,0.5,110.360082065339,0.45,119.065377781415,0.5,110.890201988916,0.5,0.0245085472805329,-0.234266424597436,2.32131075801016,8.96407068795344,8.70529571607547,-1.76668228715275,0.530119923576876,14.8810249215386
1,0.2,10,73.5315539220297,NA,95.5563506202943,0.5,92.494842644964,0.5,95.9429570303507,0.5,97.4541155078362,0.5,95.7749889654484,0.5,95.6090179353107,0.5,97.6628353366885,0.5,96.0801957307645,0.5,-0.333939095040051,0.208719828852324,0.305206765316129,1.51115847748547,2.05381740137784,-0.167968064902311,0.471177795453869,5.16799269172448
1,0.2,11,71.5959335188435,NA,92.4825570934497,0.5,87.4577348408765,0.5,92.1614969830087,0.5,93.1258983158618,0.5,91.7727629090684,0.5,92.0060044385004,0.5,93.0579630357122,0.5,91.2745991642337,0.5,-0.155492544508363,-0.0679352801496123,-0.498163744834642,0.964401332853114,1.05195859721186,-0.388734073940341,-0.731405274266621,5.60022819483574
1,0.2,12,78.5842370950655,NA,100.332026009413,0.5,97.2832290823781,0.5,101.520676016893,0.5,104.700392054803,0.5,101.123516126424,0.5,101.744501060579,0.5,104.364008731988,0.55,101.485012363858,0.5,0.223825043685565,-0.336383322815578,0.361496237434849,3.17971603791034,2.6195076714092,-0.397159890469609,-0.259488696720325,7.08077964960985
1,0.2,13,82.1682899777375,NA,104.648654957183,0.5,101.739720213326,0.5,105.741582465536,0.5,108.650668032098,0.5,105.182993645728,0.5,106.267948274428,0.45,107.847480161546,0.55,105.762716155697,0.5,0.526365808892066,-0.803187870551781,0.57972250996886,2.90908556656154,1.5795318871177,-0.558588819808264,-0.50523211873147,6.10775994822049
1,0.2,14,83.7418508154533,NA,109.097871610162,0.5,105.036577543051,0.5,108.852101211983,0.5,113.786572559285,0.5,109.220600153341,0.5,109.291735145046,0.45,113.465459345129,0.55,108.845016292935,0.5,0.43963393306322,-0.321113214155915,-0.375583860406437,4.93447134730185,4.17372420008272,0.368498941358439,-0.446718852111218,8.42888180207842
1,0.2,15,95.822574720523,NA,116.195842006445,0.5,113.231108607504,0.5,116.875725985694,0.5,121.353388595547,0.5,116.833271107064,0.5,116.378791502726,0.5,121.087735420585,0.55,116.702199104885,0.5,-0.49693448296739,-0.26565317496221,-0.131072002178556,4.47766260985325,4.70894391785843,-0.0424548786297834,0.323407602159051,7.85662681308047
1,0.2,16,87.4095808609405,NA,110.046021319074,0.5,105.609102373845,0.5,110.489517379662,0.5,115.147401126862,0.5,110.023163686439,0.5,109.902647935437,0.45,114.568533578711,0.5,110.55218714474,0.5,-0.586869444225016,-0.578867548151763,0.529023458300514,4.65788374720059,4.66588564327384,-0.466353693222416,0.649539209303114,8.9594312048652
1,0.2,17,80.9425806758769,NA,106.106627743981,0.5,101.475886691286,0.5,106.653663784747,0.5,110.19172151518,0.5,106.575930673895,0.5,106.465224493716,0.5,110.677498966899,0.5,106.171018688804,0.5,-0.188439291031017,0.48577745171923,-0.404911985090422,3.53805773043322,4.21227447318347,-0.0777331108522361,-0.294205804911641,9.20161227561391
1,0.2,18,80.4837129119941,NA,101.910234518959,0.5,100.301093130557,0.5,103.60680930249,0.5,109.539776686531,0.5,103.370808865405,0.5,103.316086812565,0.5,109.28058841734,0.55,104.856968813071,0.5,-0.29072248992523,-0.259188269190915,1.4861599476658,5.93296738404084,5.96450160477515,-0.236000437084897,1.54088200050613,8.97949528678285
1,0.2,19,91.7282859610138,NA,112.286777885703,0.5,108.996615963331,0.5,113.345416539582,0.5,114.712549952967,0.5,113.059980974006,0.5,114.14755069918,0.45,114.620754756031,0.5,113.601214088665,0.5,0.802134159598168,-0.0917951969355073,0.541233114659093,1.36713341338523,0.473204056851557,-0.285435565575639,-0.546336610514714,5.62413879270051
1,0.2,20,78.8766161021553,NA,101.918226525963,0.5,99.7163524686166,0.5,103.49861106374,0.5,111.415053820532,0.5,103.432787161068,0.5,103.813093374327,0.45,111.5291938254,0.5,101.935364957473,0.5,0.314482310586925,0.114140004868119,-1.49742220359434,7.91644275679121,7.71610045107241,-0.0658239026727472,-1.87772841685401,11.8128413567831
1,0.2,21,91.0807614781705,NA,113.457174831079,0.5,111.164502949912,0.5,116.22200258366,0.5,122.350991806819,0.5,115.361958819281,0.5,114.826287533302,0.45,121.569076137725,0.55,115.820344023737,0.5,-1.39571505035839,-0.781915669094275,0.458385204456022,6.12898922315877,6.74278860442288,-0.860043764379668,0.994056490434744,10.4045731878133
1,0.2,22,80.9193275555302,NA,104.002626340162,0.5,105.990262951561,0.5,106.538374332154,0.5,119.954045908876,0.5,105.946243805535,0.5,106.873092484887,0.5,119.339704057379,0.6,105.249915964615,0.5,0.33471815273333,-0.614341851496704,-0.69632784091985,13.4156715767215,12.4666115724915,-0.592130526619229,-1.62317652027241,13.3494411058183
1,0.2,23,91.9624176473745,NA,116.187409897988,0.5,116.035300620256,0.5,117.553284881441,0.5,126.070246029572,0.5,117.509643561685,0.5,116.621935178637,0.45,125.349595936795,0.6,116.911522343489,0.5,-0.93134970280417,-0.72065009277712,-0.598121218196397,8.51696114813107,8.72766075815812,-0.0436413197560199,0.289587164851753,9.3142953165389
1,0.2,24,80.8384971655544,NA,100.868648553876,0.5,97.4310722625409,0.5,101.913606369266,0.5,104.398921657445,0.5,101.998366584033,0.5,102.020916480793,0.45,104.509584169372,0.5,100.833209832803,0.5,0.107310111526388,0.110662511927075,-1.16515675123004,2.48531528817838,2.48866768857907,0.0847602147673712,-1.18770664798906,7.07851190683068
1,0.2,25,76.5198622833525,NA,99.5126041139762,0.5,96.3423009893002,0.5,100.175255523864,0.5,108.422510385434,0.5,99.0637664253974,0.5,99.5899416103153,0.5,108.068350465076,0.55,97.5520064441094,0.5,-0.585313913548532,-0.35415992035847,-1.51175998128805,8.24725486157057,8.47840885476063,-1.11148909846641,-2.03793516620593,11.7260494757757
1,0.2,26,90.4345111424183,NA,114.75566983394,0.5,116.022650055787,0.499999999999999,116.833531889697,0.5,130.36986749689,0.5,116.936892642826,0.5,116.439795967409,0.45,129.837276089035,0.6,115.80439998198,0.5,-0.393735922287675,-0.532591407855847,-1.13249266084614,13.5363356071939,13.3974801216257,0.10336075312992,-0.635395985428545,13.8146260332477
1,0.2,27,81.6139437872411,NA,102.065102849433,0.5,100.97391013009,0.5,103.182590151354,0.5,110.453290966983,0.5,103.734363395124,0.5,103.702858476262,0.45,110.332401869939,0.5,104.076398602014,0.5,0.520268324908159,-0.120889097044014,0.342035206890586,7.27070081562863,6.62954339367646,0.551773243769418,0.373540125751845,9.35849173984879
1,0.2,28,81.2082775744694,NA,103.238968392183,0.5,101.188094334563,0.5,104.526656194438,0.5,106.904505380264,0.5,103.499588116494,0.5,104.473129864334,0.5,107.117417151109,0.5,103.263144475568,0.5,-0.0535263301042477,0.212911770845253,-0.236443640925202,2.37784918582601,2.64428728677551,-1.02706807794434,-1.20998538876529,5.92932281654613
1,0.2,29,79.9654503201758,NA,105.349634023396,0.5,105.399508299063,0.499999999999999,107.156525717833,0.5,114.561909622242,0.5,106.542606016106,0.5,106.748583461526,0.5,114.386564800808,0.55,108.282148907471,0.5,-0.407942256307336,-0.17534482143401,1.73954289136488,7.4053839044084,7.63798133928172,-0.613919701727198,1.53356544594502,8.98705650174504
1,0.2,30,76.914867997734,NA,97.9284813198876,0.5,94.4123793681404,0.5,100.006501825283,0.5,101.777253848772,0.5,100.16936784268,0.5,99.7795748539383,0.45,101.888256676158,0.5,99.7697911155205,0.5,-0.226926971344227,0.111002827386557,-0.399576727159484,1.77075202348927,2.10868182222005,0.16286601739742,-0.00978373841783764,7.47587730801794
1,0.2,31,77.6874080542582,NA,98.8473462411338,0.5,94.0504456729534,0.5,99.3033270181284,0.5,101.372908125945,0.5,98.5500140700451,0.5,99.7871215135765,0.45,101.801126425448,0.5,99.09821354944,0.5,0.483794495448109,0.428218299502859,0.548199479394867,2.06958110781635,2.0140049118711,-0.753312948083291,-0.688907964136533,7.75068075249426
1,0.2,32,86.482182411543,NA,112.530338840594,0.5,107.137547852596,0.5,114.287798768528,0.5,118.88949760565,0.5,113.958395480319,0.5,113.994555254902,0.45,118.698731490549,0.55,113.551926910006,0.5,-0.293243513625939,-0.190766115101255,-0.406468570313137,4.60169883712278,4.70417623564747,-0.329403288208056,-0.442628344895255,11.5611836379535
1,0.2,33,85.3469427820888,NA,107.015602935256,0.5,105.473461879824,0.5,107.746950929527,0.5,109.084290809117,0.5,107.641340360639,0.5,107.25426374607,0.45,108.881172643223,0.5,106.255555919527,0.5,-0.49268718345624,-0.203118165894196,-1.38578444111211,1.33733987959064,1.62690889715269,-0.1056105688874,-0.998707826543267,3.40771076339898
1,0.2,34,85.1306620665817,NA,109.796149618745,0.5,108.114359166592,0.5,110.130776809513,0.5,128.364280029041,0.5,112.407410982943,0.5,111.174161846612,0.45,127.396323071247,0.7,112.592233020865,0.5,1.04338503709901,-0.967956957793874,0.184822037921549,18.2335032195282,16.2221612246353,2.27663417343045,1.41807117425299,19.2819639046554
1,0.2,35,88.939862778817,NA,113.161793461634,0.5,110.95469600295,0.5,114.420512025698,0.5,136.482358010246,0.5,115.382468713291,0.5,118.523327723789,0.45,134.258559086262,0.6,115.198236037339,0.5,4.10281569809101,-2.22379892398448,-0.184232675951833,22.0618459845481,15.7352313624726,0.96195668759276,-3.32509168645008,23.3038630833117
1,0.2,36,86.434100891451,NA,106.425954853862,0.5,104.766093891516,0.5,108.400271107163,0.5,110.47490068853,0.5,107.251762962142,0.5,108.76707676248,0.5,110.517969775918,0.5,107.127877959092,0.5,0.366805655317137,0.0430690873878774,-0.12388500304931,2.07462958136686,1.7508930134376,-1.14850814502135,-1.6391988033878,5.75187588440204
1,0.2,37,82.1156646215319,NA,103.935924336298,0.5,99.5655025203002,0.5,102.933749151681,0.5,105.417356753666,0.5,104.048023460423,0.5,103.955043769812,0.5,105.327333162044,0.5,103.335555470399,0.5,1.02129461813075,-0.0900235916222556,-0.71246799002391,2.4836076019855,1.37228939223249,1.11427430874221,-0.619488299412453,5.76183064174403
1,0.2,38,82.6726646188388,NA,101.933992200308,0.5,98.0579080061646,0.5,103.252175410712,0.5,102.718243825532,0.5,102.595067041684,0.5,103.242092452286,0.5,103.099710764396,0.5,103.092349857471,0.5,-0.0100829584259969,0.381466938863511,0.497282815787145,-0.533931585179758,-0.14238168789025,-0.657108369028364,-0.149742594815223,5.04180275823124
1,0.2,39,77.6931375030825,NA,97.8531475984948,0.5,95.3051366930336,0.5,98.7499717719343,0.5,102.061540601189,0.5,97.5820906891328,0.5,98.423014699726,0.5,102.21221182597,0.5,97.597284283151,0.5,-0.32695707220833,0.150671224781448,0.0151935940181716,3.31156882925461,3.78919712624439,-1.1678810828015,-0.825730416574999,6.90707513293675
1,0.2,40,83.5044421901027,NA,104.355688626545,0.5,101.446327901066,0.5,105.26515060399,0.5,108.229873240791,0.5,104.915196925795,0.5,104.876655752364,0.45,108.399684379836,0.5,105.09258857694,0.5,-0.388494851626419,0.169811139045038,0.177391651144802,2.96472263680026,3.52302862747172,-0.349953678195575,0.215932824575646,6.95335647876948
1,0.2,41,87.2097711483964,NA,115.160174001897,0.5,115.114732898698,0.5,115.71322220072,0.5,125.404761559466,0.5,114.514841388856,0.5,114.030969737963,0.45,125.110609833992,0.55,116.408776176086,0.5,-1.68225246275702,-0.29415172547354,1.8939347872296,9.69153935874533,11.0796400960288,-1.19838081186447,2.37780643812215,9.99587693529435
