"tau_k","epsilon","seed","out_S1","alpha_S1","out_S2","alpha_S2","out_S3","alpha_S3","out_S4","alpha_S4","out_S5","alpha_S5","out_S6","alpha_S6","out_S7","alpha_S7","out_S8","alpha_S8","out_S9","alpha_S9","gini_g1_S5","gini_g1_S8","fwd_vs_myo_P","fwd_vs_myo_PG","fwd_vs_myo_PS","signal_myo","signal_fwd","seed_myo","seed_fwd","optimal_vs_naive"
5,0.05,40,81.8217749508913,NA,101.563039545396,0.5,98.785535875833,0.5,102.456546054509,0.5,100.610585309513,0.5,102.121583786259,0.5,101.784019686288,0.5,101.178277571297,0.5,102.298069081456,0.5,0.145714285714286,0.164878048780488,-0.672526368220659,0.567692261784302,0.176485295196628,-1.84596074499616,-0.605742114991202,-0.334962268249498,0.514049395167788,2.39274169546393
5,0.05,41,85.8914215791789,NA,112.734394457851,0.5,112.836518998187,0.5,113.317707866132,0.5,114.141074599925,0.5,112.093626181519,0.5,112.269092737209,0.5,113.543734150213,0.5,114.040354418953,0.5,0.122790697674419,0.108181818181818,-1.04861512892333,-0.59734044971195,1.94672823743355,0.823366733792696,1.27464141300408,-1.22408168461293,1.77126168174395,0.707215152025526
5,0.05,42,85.7066491243208,NA,113.060352749038,0.5,110.677229505623,0.5,115.672513346833,0.5,115.867709683145,0.5,114.915557794507,0.5,114.607899969399,0.5,116.722787559883,0.5,114.76446643806,0.5,0.145714285714286,0.140952380952381,-1.06461337743411,0.855077876738122,-0.151091356446656,0.195196336311867,2.1148875904841,-0.756955552326176,0.156566468661282,6.04555805425981
5,0.05,43,80.9381893469591,NA,100.910213527615,0.5,99.3840212875517,0.5,101.641305470067,0.5,102.03499193748,0.5,100.937178087949,0.5,101.764661320983,0.5,102.894336894718,0.5,101.228341915219,0.5,0.18974358974359,0.173,0.123355850915416,0.859344957238505,0.291163827269372,0.393686467412181,1.12967557373527,-0.704127382118173,-0.536319405764218,3.51031560716642
5,0.05,44,81.6002862016079,NA,99.2609998487606,0.5,95.8850051534254,0.5,101.18341407956,0.5,113.870460004959,0.5,100.229963333258,0.5,99.9586838548804,0.5,114.253500192729,0.5,101.669650362672,0.5,0.366451612903226,0.328484848484849,-1.22473022467945,0.383040187770092,1.4396870294145,12.6870459253993,14.2948163378488,-0.953450746301954,1.71096650779199,18.3684950393038
5,0.05,45,85.4158529988797,NA,103.864652891138,0.5,100.195672574655,0.5,105.891049366796,0.5,148.629878580673,0.5,103.935256499859,0.5,105.322222079867,0.5,136.078452949456,0.5,105.204152786893,0.5,0.653333333333333,0.6375,-0.568827286929036,-12.5514256312178,1.26889628703434,42.7388292138774,30.7562308695886,-1.95579286693706,-0.118069292973686,35.8827803748007
5,0.05,46,81.9046293939003,NA,103.774271754532,0.5,101.617373665411,0.5,105.591255167536,0.5,106.011895025913,0.5,105.15690193695,0.5,104.744776680818,0.5,105.534937906238,0.5,105.422368825077,0.5,0.238918918918919,0.241081081081081,-0.846478486718624,-0.476957119674864,0.265466888127605,0.420639858376518,0.790161225420277,-0.434353230586552,0.677592144259677,3.91756424082632
5,0.05,47,77.8995364276236,NA,100.757910315233,0.5,99.4223438919467,0.5,101.826053743318,0.5,102.62118219581,0.5,101.113022270018,0.5,102.442618637952,0.5,102.011858935292,0.5,100.496641927497,0.5,0.110909090909091,0.111818181818182,0.61656489463401,-0.609323260518295,-0.616380342521097,0.795128452492065,-0.430759702660239,-0.713031473299935,-1.94597671045504,2.58951504334522
5,0.05,48,83.0054306112622,NA,104.789143883946,0.5,101.612508834071,0.5,105.298778317541,0.5,107.609227508767,0.5,104.623787621686,0.5,106.677759532564,0.5,106.599715973813,0.5,105.303030635869,0.5,0.148292682926829,0.12952380952381,1.37898121502323,-1.00951153495402,0.679243014182859,2.31044919122627,-0.0780435587509771,-0.674990695855001,-1.37472889669537,4.98720713974183
5,0.05,49,81.74595058514,NA,103.376328945938,0.5,100.685985453278,0.5,106.357700081394,0.5,106.824502222137,0.5,104.836573599104,0.5,106.94650785025,0.5,106.711949763753,0.5,105.536773065147,0.5,0.167,0.166,0.588807768856626,-0.112552458383959,0.700199466042903,0.46680214074334,-0.234558086497245,-1.52112648228913,-1.40973478510286,6.02596431047527
5,0.05,50,76.8263509794977,NA,95.2182844073379,0.5,91.1262133693777,0.5,96.3625154144017,0.5,96.889889699865,0.5,96.4616377450528,0.5,96.2969146157945,0.5,97.2321190185346,0.5,96.4078797377217,0.5,0.103636363636364,0.103636363636364,-0.0656007986071359,0.342229318669581,-0.0537580073311403,0.52737428546331,0.935204402740027,0.0991223306511557,0.110965121927151,6.10590564915684
20,0.05,1,80.8762001017361,NA,102.944486107623,0.5,100.579795196235,0.5,103.941325383841,0.5,103.375030239535,0.5,103.284978518592,0.5,103.225887243673,0.5,102.802109097094,0.5,103.481610459421,0.5,0.088888888888889,0.103636363636364,-0.715438140167549,-0.572921142441317,0.19663194082861,-0.566295144305982,-0.42377814657975,-0.656346865248807,0.255723215747352,2.22231390085811
20,0.05,2,86.2327020234782,NA,109.102028565489,0.5,107.247752183403,0.5,109.31976904258,0.5,109.640138096041,0.5,110.111095354377,0.5,110.140117740226,0.5,109.78236205846,0.5,110.116287831793,0.5,0.117209302325581,0.117209302325581,0.82034869764594,0.142223962418413,0.00519247741578965,0.320369053461306,-0.357755681766221,0.791326311797121,-0.0238299084330293,2.53460987505697
20,0.05,3,77.2388420402395,NA,95.5016475073475,0.5,89.9771984803972,0.5,96.4391551197968,0.5,95.9761286757777,0.5,95.5025254078651,0.5,96.2434071613514,0.5,96.2273178105583,0.5,95.2693580577681,0.5,0.103636363636364,0.116363636363636,-0.195747958445423,0.251189134780574,-0.233167350097006,-0.463026444019093,-0.016089350793095,-0.936629711931758,-0.97404910358334,6.25011933016107
20,0.05,4,89.2209948742652,NA,113.563590208087,0.5,114.171837755431,0.5,112.965811823327,0.5,113.717665088366,0.5,114.125526850539,0.5,113.101644940785,0.5,112.967936471345,0.5,113.563639421063,0.5,0.103636363636364,0.103636363636364,0.135833117458759,-0.749728617021248,-0.561887429475959,0.75185326503923,-0.133708469440776,1.15971502721244,0.461994480277724,-1.2039012840861
20,0.05,5,84.402243412702,NA,104.255502580119,0.5,102.472791923406,0.5,105.854955342027,0.5,105.670386471633,0.5,106.248741700641,0.5,105.456044901274,0.5,106.474490923548,0.5,105.449180086018,0.5,0.15,0.15,-0.398910440753212,0.804104451915691,-0.799561614623286,-0.184568870394415,1.01844602227449,0.393786358614506,-0.00686481525556815,4.00169900014204
20,0.05,6,94.2149357834896,NA,119.036991118294,0.5,119.718709017242,0.5,121.682069686479,0.5,119.875657175108,0.5,120.154449739185,0.5,120.679505182034,0.5,120.808743267649,0.5,120.432000868861,0.5,0.12952380952381,0.140487804878049,-1.00256450444471,0.933086092541586,0.277551129676056,-1.8064125113707,0.129238085615597,-1.52761994729326,-0.247504313172499,1.090034250407
20,0.05,7,83.1432460778453,NA,108.912600906294,0.5,108.325509879445,0.5,111.812659555466,0.5,111.659880542734,0.5,111.024871142831,0.5,111.568853577292,0.5,112.098621707478,0.5,112.311097902655,0.5,0.088888888888889,0.088888888888889,-0.243805978173995,0.438741164744215,1.28622675982375,-0.152779012731457,0.529768130186753,-0.787788412634427,0.742244325363316,3.77311182803312
20,0.05,8,78.9870813260794,NA,101.423096593152,0.5,100.19307770761,0.5,101.645364011443,0.5,101.797586446586,0.5,100.61779180512,0.5,101.391446696382,0.5,101.33355162979,0.5,101.097177800993,0.5,0.0730434782608695,0.088888888888889,-0.253917315061244,-0.464034816795888,0.479385995872804,0.152222435142477,-0.0578950665921667,-1.02757220632375,-0.294268895389706,1.14047392218055
20,0.05,9,79.9172349458268,NA,104.59464932913,0.5,101.747522273535,0.5,107.690667498025,0.5,108.215830512491,0.5,105.957245168814,0.5,107.540178573499,0.5,106.85351265212,0.5,108.236145436058,0.5,0.117209302325581,0.117209302325581,-0.150488924525717,-1.36231786037109,2.27890026724378,0.52516301446579,-0.686665921379586,-1.73342232921132,0.69596686255818,5.10599037858519
20,0.05,10,72.2159777452903,NA,93.071901686548,0.5,90.1810915141627,0.5,93.465394927294,0.5,93.1174344172878,0.5,93.3022856531301,0.5,93.1404940038805,0.5,93.7043820655269,0.5,93.6064683267701,0.5,0.0561702127659576,0.0730434782608695,-0.324900923413452,0.586947648239047,0.304182673640028,-0.347960510006175,0.563888061646324,-0.163109274163901,0.465974322889579,3.52329055136413
20,0.05,11,70.2987911402309,NA,90.0143303376112,0.5,85.1979622294876,0.5,89.6887727628844,0.5,89.6045627279784,0.5,89.3268168905104,0.5,89.558608590408,0.5,89.0336639671155,0.5,88.8379879895766,0.5,0.0756521739130434,0.0924444444444446,-0.130164172476356,-0.570898760862917,-0.488828900933811,-0.0842100349059933,-0.524944623292555,-0.361955872373983,-0.720620600831438,3.83570173762784
20,0.05,12,77.0726133508961,NA,97.6990954018201,0.5,94.8338171737927,0.5,98.861400910721,0.5,100.496965745988,0.5,98.4776198976154,0.5,99.075766681903,0.5,98.9449129066361,0.5,98.8424627449294,0.5,0.088888888888889,0.088888888888889,0.214365771182074,-1.55205283935157,0.364842847313952,1.63556483526669,-0.130853775266957,-0.383781013105519,-0.233303936973641,4.1110957328434
20,0.05,13,80.5024922217724,NA,101.868377157041,0.5,99.1135007694867,0.5,102.923520079241,0.5,103.397457465552,0.5,102.368421860081,0.5,103.268196615366,0.5,103.222611711738,0.5,102.780880768425,0.5,0.131162790697674,0.126511627906977,0.344676536124481,-0.174845753814111,0.412458908343567,0.473937386310411,-0.0455849036281819,-0.55509821916003,-0.487315846940945,4.10911094225105
20,0.05,14,82.4390598987508,NA,106.636483803232,0.5,102.715487590288,0.5,106.423074977131,0.5,105.553049068508,0.5,106.777320963642,0.5,106.572294145653,0.5,107.379535885033,0.5,106.502009785457,0.5,0.0924444444444446,0.0730434782608695,0.14921916852208,1.8264868165253,-0.275311178185547,-0.870025908623219,0.807241739380004,0.354245986511287,-0.0702843601963394,4.66404829474511
20,0.05,15,93.7423487076798,NA,113.033122599378,0.5,110.249027202997,0.5,113.694091783805,0.5,112.43252445654,0.5,113.694054717028,0.5,113.180329722785,0.5,111.680478396832,0.5,113.513708344106,0.5,0.117209302325581,0.117209302325581,-0.513762061019705,-0.752046059707865,-0.180346372921733,-1.26156732726487,-1.49985132595303,-3.70667771107946e-05,0.333378621320861,1.43145119383486
20,0.05,16,85.7211560027588,NA,107.237325876592,0.5,102.955197955252,0.5,107.673290498362,0.5,107.726261842239,0.5,107.201096005461,0.5,107.022081565442,0.5,107.324392581172,0.5,107.71972814365,0.5,0.148292682926829,0.148292682926829,-0.651208932920753,-0.401869261066423,0.518632138188735,0.0529713438764787,0.302311015730808,-0.47219449290148,0.697646578208008,4.36919462592073
20,0.05,17,79.583660613657,NA,103.609530635166,0.5,99.1792978989213,0.5,104.149936974621,0.5,104.078079579755,0.5,104.083244444324,0.5,103.988189834759,0.5,104.422214189781,0.5,103.708855937529,0.5,0.0730434782608695,0.103636363636364,-0.161747139861575,0.344134610025975,-0.374388506794844,-0.0718573948660151,0.434024355021535,-0.0666925302968338,-0.279333897230103,5.24291629085944
20,0.05,18,78.8403184356226,NA,99.1817944914993,0.5,97.7543879858915,0.5,100.825974881195,0.5,100.394906339109,0.5,100.61329209596,0.5,100.553405991716,0.5,100.507912846872,0.5,102.136735514575,0.5,0.0730434782608695,0.088888888888889,-0.272568889478535,0.113006507763089,1.52344341861509,-0.431068542085541,-0.0454931448439169,-0.21268278523516,1.58332952285846,2.753524860981
20,0.05,19,89.6943062734284,NA,109.12869645273,0.5,105.942820063092,0.5,110.195797268952,0.5,109.94770837836,0.5,109.870958407018,0.5,110.876233885379,0.5,110.170585072314,0.5,110.395425405493,0.5,0.140487804878049,0.12952380952381,0.680436616426945,0.222876693954277,0.52446699847539,-0.248088890592214,-0.705648813064883,-0.324838861934595,-0.48080847988615,4.2277650092221
20,0.05,20,77.3480020129813,NA,99.3082920709933,0.5,97.241743693501,0.5,100.857644641224,0.5,102.018777146419,0.5,100.798082389641,0.5,100.628880182118,0.5,101.294252953279,0.5,99.3598399425721,0.5,0.103636363636364,0.103636363636364,-0.22876445910596,-0.724524193139871,-1.43824244706875,1.16113250519471,0.665372771160804,-0.0595622515829177,-1.2690402395457,4.05250925977761
20,0.05,21,89.1380992545682,NA,110.461173536994,0.5,108.297493321367,0.5,113.164522868335,0.5,114.155973412097,0.5,112.355640730488,0.5,111.675226627499,0.5,113.503126257762,0.5,112.804712409792,0.5,0.140487804878049,0.140487804878049,-1.48929624083615,-0.652847154335348,0.449071679304552,0.991450543762511,1.82789963026332,-0.808882137847021,1.12948578229368,5.20563293639448
20,0.05,22,79.3897746574638,NA,101.377821506122,0.5,103.526772323016,0.5,103.917925760758,0.5,104.877436274723,0.5,103.346853886378,0.5,104.250450946684,0.5,105.861548167978,0.5,102.711351160381,0.5,0.103636363636364,0.108181818181818,0.332525185925988,0.984111893255175,-0.635502725996574,0.959510513964872,1.61109722129406,-0.571071874380692,-1.53909978630325,2.33477584496258
20,0.05,23,90.3236222116668,NA,113.43460426168,0.5,113.428923614763,0.5,114.778752698667,0.5,115.52431337555,0.5,114.73776967031,0.5,113.934865127492,0.5,116.601267518238,0.5,114.12558376493,0.5,0.103636363636364,0.088888888888889,-0.843887571175202,1.07695414268883,-0.612185905380073,0.745560676882945,2.66640239074698,-0.0409830283570614,0.190718637438067,3.17234390347521
20,0.05,24,78.967425697543,NA,97.8891881413786,0.5,94.5912628696347,0.5,98.9020737328663,0.5,98.694147520959,0.5,98.9930265723971,0.5,98.8180192319297,0.5,98.6664349013116,0.5,97.8374257276622,0.5,0.0951111111111111,0.0951111111111111,-0.0840545009366167,-0.0277126196473887,-1.15560084473496,-0.207926211907264,-0.151584330618036,0.0909528395308428,-0.980593504267503,4.0751720316769
20,0.05,25,75.2023872742758,NA,97.0484845242806,0.5,94.1165209559222,0.5,97.7276850991593,0.5,97.1001664916336,0.5,96.61089549243,0.5,97.1241212039948,0.5,97.1454297043039,0.5,95.1269588072743,0.5,0.0383333333333333,0.0561702127659576,-0.603563895164513,0.045263212670335,-1.48393668515567,-0.62751860752573,0.021308500309118,-1.11678960672928,-1.99716239672044,3.02890874838172
20,0.05,26,88.8197333656339,NA,112.030582047785,0.5,113.453018121161,0.499999999999999,114.090892736579,0.5,114.57450911093,0.5,114.236953287049,0.5,113.512258354183,0.5,113.556167871194,0.5,113.074196466253,0.5,0.159,0.136190476190476,-0.578634382395748,-1.01834123973603,-1.16275682079564,0.483616374350774,0.0439095170104906,0.146060550469755,-0.438061887930132,0.103149750032813
20,0.05,27,79.811348768496,NA,99.2068329930358,0.5,98.2220025700302,0.5,100.287921065003,0.5,101.081810832565,0.5,100.853924273931,0.5,100.97219493756,0.5,101.105180644728,0.5,101.191340713254,0.5,0.12952380952381,0.12952380952381,0.684273872556247,0.0233698121630965,0.337416439322851,0.793889767561481,0.132985707168331,0.566003208927654,0.219145775694258,2.88317807469782
20,0.05,28,79.5536766294286,NA,100.474499239686,0.5,98.5561233874466,0.5,101.71226588552,0.5,102.070356007571,0.5,100.700043629061,0.5,101.673525491053,0.5,102.135150970928,0.5,100.457420021867,0.5,0.122790697674419,0.108181818181818,-0.0387403944662026,0.0647949633573859,-0.242623607193835,0.358090122051195,0.461625479874783,-1.01222225645911,-1.21610546918674,3.5790275834816
20,0.05,29,78.6896869408257,NA,102.941481537157,0.5,103.153665153335,0.499999999999999,104.780924996993,0.5,103.290643289094,0.5,104.181207386028,0.5,104.38617711943,0.5,103.858353724411,0.5,105.930131951609,0.5,0.088888888888889,0.0730434782608695,-0.394747877563177,0.567710435316812,1.74892456558108,-1.49028170789906,-0.52782339501907,-0.599717610965158,1.5439548321791,0.704688571076218
20,0.05,30,75.2368945876496,NA,95.1612548812741,0.5,91.8471151379588,0.5,97.1657503114822,0.5,97.4940881492141,0.5,97.3460618607429,0.5,97.1811695735407,0.5,97.3962053461347,0.5,96.9486398475209,0.5,0.136190476190476,0.136190476190476,0.0154192620585718,-0.0978828030793863,-0.397422013222055,0.328337837731908,0.21503577259395,0.18031154926075,-0.232529726019877,5.54909020817593
20,0.05,31,76.1751429389553,NA,96.1809200516852,0.5,91.6772450228167,0.5,96.6452805355602,0.5,96.4765441594894,0.5,95.8834646637537,0.5,97.0015834516031,0.5,96.6719692702557,0.5,96.4249799302579,0.5,0.103636363636364,0.114545454545455,0.356302916042878,0.195425110766294,0.54151526650422,-0.168736376070825,-0.329614181347409,-0.761815871806576,-0.576603521345234,4.99472424743898
20,0.05,32,84.9729193418102,NA,109.886266539943,0.5,104.662389169872,0.5,111.609491443232,0.5,110.782698902087,0.5,111.312897191158,0.5,110.405868509707,0.5,111.819937054587,0.5,110.888152745104,0.5,0.103636363636364,0.103636363636364,-1.2036229335243,1.03723815250002,-0.424744446054191,-0.826792541144499,1.41406854487983,-0.29659425207312,0.482284235396989,7.1575478847147
20,0.05,33,83.6404955273909,NA,104.17050142144,0.5,102.76614517487,0.5,104.89413653704,0.5,104.412629471703,0.5,104.803043287152,0.5,104.320487832961,0.5,103.738811638238,0.5,103.471460124168,0.5,0.17578947368421,0.177435897435898,-0.573648704079318,-0.67381783346454,-1.33158316298429,-0.481507065337524,-0.581676194722746,-0.0910932498879191,-0.849027708792889,0.972666463368043
20,0.05,34,83.5952684145193,NA,107.17397103211,0.5,105.694701678398,0.5,107.469718241635,0.5,111.683897811966,0.5,109.77844855545,0.5,108.5834024387,0.5,107.599105542616,0.5,109.915816213781,0.5,0.117209302325581,0.122790697674419,1.11368419706473,-4.08479226934956,0.137367658331556,4.21417957033103,-0.984296896083265,2.30873031381466,1.33241377508149,1.90440386421835
20,0.05,35,87.3030556098573,NA,110.418365463654,0.5,108.392680352727,0.5,111.655708861486,0.5,119.251351956011,0.5,112.634127809441,0.5,114.712730669332,0.5,116.572328214094,0.5,112.558454082268,0.5,0.158048780487805,0.148292682926829,3.05702180784643,-2.67902374191668,-0.075673727172898,7.59564309452475,1.85959754476164,0.978418947954623,-2.1542765870647,8.17964786136694
20,0.05,36,84.5777720588481,NA,103.449474203329,0.5,101.994362226608,0.5,105.376933722424,0.5,104.480240622337,0.5,104.247958039058,0.5,105.741829790758,0.5,105.241185639729,0.5,104.046451687092,0.5,0.12952380952381,0.103636363636364,0.364896068334247,0.760945017391535,-0.201506351966017,-0.896693100087049,-0.500644151029761,-1.12897568336602,-1.69537810366629,3.24682341312059
20,0.05,37,80.5316516285945,NA,101.19891135015,0.5,97.0259938591517,0.5,100.215070969152,0.5,98.8311014876678,0.5,101.300005284428,0.5,101.199193701054,0.5,99.974259532443,0.5,100.52021749047,0.5,0.232631578947368,0.156190476190476,0.984122731901735,1.14315804477526,-0.779787793958505,-1.38396948148454,-1.22493416861101,1.08493431527607,-0.678976210584167,2.94826567329132
20,0.05,38,80.8195672549004,NA,98.9699231128938,0.5,95.2882805728902,0.5,100.251612808878,0.5,100.022373754314,0.5,99.6153213242445,0.5,100.232609087749,0.5,99.7313107853049,0.5,100.092822409158,0.5,0.12952380952381,0.117209302325581,-0.0190037211291667,-0.291062969009261,0.477501084913882,-0.229239054563507,-0.501298302443601,-0.636291484633162,-0.139786678590113,4.44303021241473
20,0.05,39,76.0452339785991,NA,95.0828471274771,0.5,92.676775137258,0.5,95.9800190388476,0.5,95.9603865908333,0.5,94.8441876349679,0.5,95.6300417463291,0.5,95.9238619763602,0.5,94.8493241185767,0.5,0.117209302325581,0.117209302325581,-0.349977292518503,-0.0365246144731088,0.00513648360876573,-0.0196324480143346,0.293820230031059,-1.13583140387972,-0.780717627752452,3.24708683910215
20,0.05,40,81.8217749508913,NA,101.563039545396,0.5,98.785535875833,0.5,102.456546054509,0.5,101.126530421004,0.5,102.121583786259,0.5,101.784019686288,0.5,100.193184128221,0.5,102.298069081456,0.5,0.103636363636364,0.250810810810811,-0.672526368220659,-0.933346292783028,0.176485295196628,-1.3300156335049,-1.59083555806727,-0.334962268249498,0.514049395167788,1.40764825238786
20,0.05,41,85.8914215791789,NA,112.734394457851,0.5,112.836518998187,0.5,113.317707866132,0.5,112.378321398208,0.5,112.093626181519,0.5,112.269092737209,0.5,114.085933250182,0.5,114.040354418953,0.5,0.111818181818182,0.0730434782608695,-1.04861512892333,1.70761185197372,1.94672823743355,-0.939386467923953,1.8168405129731,-1.22408168461293,1.77126168174395,1.24941425199455
20,0.05,42,85.7066491243208,NA,113.060352749038,0.5,110.677229505623,0.5,115.672513346833,0.5,114.132003687099,0.5,114.915557794507,0.5,114.607899969399,0.5,116.033567201755,0.5,114.76446643806,0.5,0.103636363636364,0.122790697674419,-1.06461337743411,1.90156351465576,-0.151091356446656,-1.54050965973406,1.42566723235582,-0.756955552326176,0.156566468661282,5.35633769613153
20,0.05,43,80.9381893469591,NA,100.910213527615,0.5,99.3840212875517,0.5,101.641305470067,0.5,101.433556661903,0.5,100.937178087949,0.5,101.764661320983,0.5,102.042610249779,0.5,101.228341915219,0.5,0.140487804878049,0.136190476190476,0.123355850915416,0.609053587875422,0.291163827269372,-0.207748808164183,0.277948928795823,-0.704127382118173,-0.536319405764218,2.65858896222697
20,0.05,44,81.6002862016079,NA,99.2609998487606,0.5,95.8850051534254,0.5,101.18341407956,0.5,100.758902082417,0.5,100.229963333258,0.5,99.9586838548804,0.5,101.059089153158,0.5,101.669650362672,0.5,0.157948717948718,0.157948717948718,-1.22473022467945,0.300187070741288,1.4396870294145,-0.424511997142943,1.10040529827779,-0.953450746301954,1.71096650779199,5.17408399973279
20,0.05,45,85.4158529988797,NA,103.864652891138,0.5,100.195672574655,0.5,105.891049366796,0.5,145.604253542595,0.5,103.935256499859,0.5,105.322222079867,0.5,133.330513704754,0.5,105.204152786893,0.5,0.534545454545455,0.516521739130435,-0.568827286929036,-12.2737398378408,1.26889628703434,39.7132041757985,28.0082916248867,-1.95579286693706,-0.118069292973686,33.1348411300987
20,0.05,46,81.9046293939003,NA,103.774271754532,0.5,101.617373665411,0.5,105.591255167536,0.5,105.076385015228,0.5,105.15690193695,0.5,104.744776680818,0.5,104.953732283094,0.5,105.422368825077,0.5,0.140952380952381,0.126511627906977,-0.846478486718624,-0.122652732133801,0.265466888127605,-0.514870152308646,0.208955602276177,-0.434353230586552,0.677592144259677,3.33635861768222
20,0.05,47,77.8995364276236,NA,100.757910315233,0.5,99.4223438919467,0.5,101.826053743318,0.5,102.113106242855,0.5,101.113022270018,0.5,102.442618637952,0.5,101.4228371973,0.5,100.496641927497,0.5,0.0730434782608695,0.0730434782608695,0.61656489463401,-0.690269045554714,-0.616380342521097,0.287052499536898,-1.01978144065183,-0.713031473299935,-1.94597671045504,2.00049330535363
20,0.05,48,83.0054306112622,NA,104.789143883946,0.5,101.612508834071,0.5,105.298778317541,0.5,105.112234366338,0.5,104.623787621686,0.5,106.677759532564,0.5,105.27111183766,0.5,105.303030635869,0.5,0.103636363636364,0.103636363636364,1.37898121502323,0.15887747132183,0.679243014182859,-0.186543951203021,-1.40664769490442,-0.674990695855001,-1.37472889669537,3.65860300358838
20,0.05,49,81.74595058514,NA,103.376328945938,0.5,100.685985453278,0.5,106.357700081394,0.5,106.793122442992,0.5,104.836573599104,0.5,106.94650785025,0.5,106.058478233455,0.5,105.536773065147,0.5,0.12952380952381,0.12952380952381,0.588807768856626,-0.734644209537322,0.700199466042903,0.435422361598839,-0.888029616795109,-1.52112648228913,-1.40973478510286,5.37249278017741
20,0.05,50,76.8263509794977,NA,95.2182844073379,0.5,91.1262133693777,0.5,96.3625154144017,0.5,96.5376298970573,0.5,96.4616377450528,0.5,96.2969146157945,0.5,97.162024696536,0.5,96.4078797377217,0.5,0.103636363636364,0.103636363636364,-0.0656007986071359,0.624394799478694,-0.0537580073311403,0.175114482655658,0.865110080741488,0.0991223306511557,0.110965121927151,6.0358113271583
0.1,0.2,1,82.3099900278104,NA,105.532558279048,0.5,103.012100923169,0.5,106.531183167604,0.5,112.957946481502,0.5,105.88324722173,0.5,105.838810778402,0.5,112.872110714464,0.5,106.038320800942,0.5,0.375384615384615,0.385185185185185,-0.69237238920239,-0.0858357670375938,0.155073579211574,6.42676331389764,7.03329993606243,-0.647935945874138,0.199510022539826,9.86000979129585
0.1,0.2,2,87.8360073563939,NA,111.818660214944,0.5,109.777948767227,0.5,112.01101294424,0.5,120.533889619071,0.5,112.80856361014,0.5,112.852766088257,0.5,120.55204948407,0.5,112.823294822407,0.5,0.396,0.413333333333333,0.841753144016522,0.0181598649988501,0.0147312122665113,8.5228766748308,7.69928339581313,0.797550665900133,-0.0294712658498781,10.7741007168433
0.1,0.2,3,78.9865188713109,NA,98.3453900965227,0.5,92.5300355123687,0.5,99.3251676785044,0.5,102.619540381353,0.5,98.3620551878594,0.5,99.1292307090464,0.5,102.47343983968,0.5,98.1250094194918,0.5,0.2575,0.254545454545455,-0.19593696945806,-0.146100541673306,-0.237045768367608,3.29437270284851,3.34420913063326,-0.963112490645017,-1.00422128955456,9.94340432731096
0.1,0.2,4,90.837346998793,NA,116.267538026089,0.5,116.713621646422,0.5,115.71494503554,0.5,130.369101564051,0.5,116.844674290002,0.5,115.800983154519,0.5,129.679408678386,0.5,116.292673790914,0.5,0.427368421052632,0.396,0.0860381189796158,-0.689692885664357,-0.552000499087811,14.654156528511,13.878425523867,1.12972925446196,0.491690636394537,12.9657870319645
0.1,0.2,5,86.3168165108332,NA,107.224291603131,0.5,105.320163803342,0.5,108.8711941468,0.5,114.651005116708,0.5,109.26234679643,0.5,108.595819470156,0.5,114.650325825691,0.5,108.453644425994,0.5,0.365,0.349565217391304,-0.275374676644532,-0.000679291016595585,-0.808702370435782,5.77981096990739,6.05450635553532,0.39115264962922,-0.14217504416203,9.330162022349
0.1,0.2,6,95.851551495123,NA,121.7865338259,0.5,122.379237446626,0.5,124.410773623913,0.5,132.27420422959,0.5,122.885373313854,0.5,123.426398737282,0.5,132.327825610811,0.5,123.184897665518,0.5,0.396190476190476,0.371428571428571,-0.984374886631713,0.0536213812208928,0.299524351664218,7.86343060567638,8.90142687352899,-1.52540031005965,-0.241501071763722,9.948588164185
0.1,0.2,7,84.4304044019455,NA,111.27928110974,0.5,110.502860114951,0.5,114.160539466202,0.5,129.77245841308,0.5,113.349640303891,0.5,113.913919523525,0.5,130.02073845455,0.5,114.626685054133,0.5,0.446153846153846,0.476923076923077,-0.246619942676119,0.248280041469997,1.27704475024206,15.6119189468785,16.1068189310247,-0.810899162311003,0.712765530607172,19.5178783395995
0.1,0.2,8,80.53313820469,NA,104.048546621066,0.5,102.692814057175,0.5,104.306179718921,0.5,112.721354128382,0.5,103.230129920857,0.5,104.036659642276,0.5,112.794968124744,0.5,103.739721827685,0.5,0.380869565217391,0.368695652173913,-0.269520076645321,0.0736139963624538,0.509591906828859,8.4151744094608,8.75830848246858,-1.0760497980643,-0.296937814590123,10.1021540675691
0.1,0.2,9,81.4850560574514,NA,107.1801657462,0.5,104.184352859876,0.5,110.335573518059,0.5,121.971443268425,0.5,108.568891230906,0.5,110.180545137096,0.5,121.80083665176,0.5,110.890201988916,0.5,0.385,0.3875,-0.155028380962889,-0.170606616665395,2.32131075801016,11.6358697503668,11.6202915146643,-1.76668228715275,0.709656851820299,17.616483791884
0.1,0.2,10,73.5315539220297,NA,95.5563506202943,0.5,92.494842644964,0.5,95.9429570303507,0.5,99.1483535413291,0.5,95.7749889654484,0.5,95.6090179353107,0.5,99.0970059853371,0.5,96.0801957307645,0.5,0.25875,0.2625,-0.333939095040051,-0.0513475559920096,0.305206765316129,3.20539651097837,3.48798805002642,-0.167968064902311,0.471177795453869,6.60216334037305
